ID,Edad,Sexo,Estado_Civil,Numero_Hijos,Nivel_Educativo,Zona_Vivienda,Estrato,Sector,Tamaño_Empresa,Trabajo_Turnos,Tipo_Contrato,Horas_Semana,Ingreso,Tipo_Cargo,Personas_Cargo,Años_Experiencia,Antiguedad_Cargo,Modalidad,Horas_Traslado,Horas_Formacion,CT1,CT2,CT3,PT1,PT2,PT3,PT4,CL1,CL2,CL3,CL4,CL5,CL6,CL7,AC1,AC2,AC3,CR1,CR2,CR3,CR4,CoR1,CoR2,CoR3,GC1,GC2,GC3,GC4,SM1,SM2,SM3,SM4,SM5,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,IR1,IR2,IR3,IR4,FT1,FT2,FT3,FT4,FT5,TF1,TF2,TF3,TF4,TF5,BU1,BU2,BU3,BU4,BU5,BU6,BU7,BU8,BU9,BU10,BU11,BU12,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BP8,BP9,BP10,SOM1,SOM2,SOM3,SOM4,SOM5,DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,IR1_original,outlier_flag,CTRL,PRES,LIDER,COMP,ROL_C,ROL_CON,CAMBIO,SM_ORG,SAT,RETIRO,FAM_TRAB,TRAB_FAM,BURNOUT,BIENESTAR,SOMATIZ,DESGASTE
220,42,Mujer,Casado,Sin hijos,Técnico,Urbana,3.0,Público,Más de 500 empleados,No,Presentación de servicios,40,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 7 y 10 años,Presencial,Menos de 1 hora,38.0,5.0,5.0,5.0,1.0,,2.0,1.0,5.0,4.0,5.0,5.0,5.0,,5.0,3.0,3.0,3.0,5.0,4.0,,4.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,,5.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0,5.0,1.333,4.833,3.0,4.333,1.333,4.5,3.0,4.889,5.0,2.2,3.2,3.091,5.111,3.4,1.125
221,39,Mujer,Unión libre,1,Posgrado,Urbana,4.0,Mixto,Más de 500 empleados,No,Provisionalidad,35,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,45.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,,3.0,4.0,4.0,3.0,,5.0,5.0,4.0,5.0,5.0,,2.0,1.0,,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0,,5.0,5.0,6.0,,4.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,0,4.0,2.25,3.333,5.0,4.667,1.5,3.0,3.8,5.429,4.25,2.8,3.0,1.3,6.1,2.4,2.625
222,36,Mujer,Soltero,Sin hijos,Profesional,Rural,4.0,Público,Entre 50 y 200 empleados,No,Presentación de servicios,38,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,62.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,,3.0,5.0,4.0,4.0,6.0,5.0,7.0,6.0,,2.0,,1.0,3.0,4.0,3.0,,5.0,3.0,4.0,4.0,4.0,,4.0,4.0,2.0,4.0,4.0,,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,0,1.333,4.25,2.857,4.0,4.75,2.667,3.667,3.4,3.714,6.0,2.0,3.75,3.8,3.1,4.6,3.5
225,62,Mujer,Separado,1,Posgrado,Urbana,2.0,Público,Entre 200 y 500 empleados,No,Carrera,43,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Entre 3 y 7 años,Presencial,Menos de 1 hora,65.0,,1.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,,6.0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,3.0,,4.0,4.0,3.0,2.0,2.0,2.0,1.0,6.0,6.0,,5.0,6.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,0,1.0,4.5,3.5,4.0,5.0,3.0,2.25,4.2,5.625,3.667,2.0,5.75,3.636,4.6,4.6,4.25
226,36,Mujer,Soltero,2,Profesional,Urbana,3.0,Público,Entre 50 y 200 empleados,No,Carrera,44,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 3 y 7 años,Presencial,Menos de 1 hora,52.0,5.0,,5.0,1.0,1.0,1.0,,3.0,,4.0,4.0,3.0,3.0,3.0,5.0,,,5.0,5.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,,2.0,3.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,3.0,1.0,2.0,2.0,7.0,0,5.0,1.0,3.333,5.0,4.75,1.333,3.25,2.5,6.222,1.5,1.25,1.0,2.182,5.1,1.4,2.0
227,45,Mujer,Separado,1,Posgrado,Urbana,4.0,Público,Entre 50 y 200 empleados,No,Otro,51,Menos de 1 SMLV,Administrativo,No,Entre 15 a 20,Más de 10 años,Presencial,Menos de 1 hora,67.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,2.0,2.0,3.0,3.0,2.0,,3.0,3.0,2.0,3.0,2.0,3.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,,,2.0,2.0,2.0,2.0,2.0,3.0,6.0,0,2.0,3.25,3.714,3.667,4.0,2.667,3.75,2.4,5.889,2.5,2.5,2.5,1.583,5.6,3.4,2.167
228,45,Mujer,Soltero,1,Profesional,Urbana,4.0,Mixto,Entre 50 y 200 empleados,Si,Otro,46,Entre 3 y 5 SMLV,Administrativo,No,Entre 5 a 10,Entre 1 y 3 años,Presencial,Entre 2 y 3 horas,21.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,,5.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,7.0,0,2.333,3.75,2.857,4.0,4.333,2.667,2.5,3.6,6.333,1.5,2.8,5.4,1.727,4.111,2.6,2.5
229,42,Mujer,Casado,Sin hijos,Posgrado,Urbana,4.0,Público,Entre 50 y 200 empleados,No,Provisionalidad,48,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Entre 1 y 3 años,Híbrido,Entre 1 y 2 horas,7.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,,2.0,1.0,2.0,,3.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,6.0,,7.0,7.0,7.0,7.0,,7.0,7.0,4.0,0,2.667,3.75,1.8,3.667,4.75,2.667,1.0,2.2,4.375,4.0,1.2,1.25,4.545,3.7,5.8,7.0
230,39,Hombre,Unión libre,2,Posgrado,Urbana,3.0,Público,Entre 50 y 200 empleados,No,Presentación de servicios,43,Entre 3 y 5 SMLV,Directivo,No,Entre 15 a 20,Entre 3 y 7 años,Presencial,Menos de 1 hora,12.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,,4.0,,5.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,,6.0,4.0,0,1.667,3.25,2.143,4.0,4.667,2.667,1.75,1.6,4.5,3.5,1.6,3.0,4.455,5.1,4.2,4.5
231,51,Mujer,Unión libre,2,Tecnológico,Urbana,3.0,Público,Más de 500 empleados,No,Libre nombramiento y remocion,38,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Menos de 1 año,Presencial,Entre 1 y 2 horas,7.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,,2.0,4.0,3.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,,2.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,3.0,2.0,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,0,1.333,2.25,4.714,3.0,4.25,1.667,3.333,4.4,6.0,5.25,1.2,2.0,2.091,6.2,2.75,1.143
232,43,Hombre,Casado,2,Posgrado,Urbana,5.0,Público,Entre 10 y 50 empleados,No,Carrera,32,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,17.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,,1.0,1.0,1.0,,2.0,,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,7.0,,5.0,7.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,3.0,0,1.0,4.0,1.25,3.667,5.0,4.0,1.333,2.0,4.0,5.0,1.4,5.0,5.545,2.7,4.8,6.375
233,42,Mujer,Soltero,2,Profesional,Urbana,3.0,Público,Entre 50 y 200 empleados,No,Provisionalidad,35,Entre 1 y 3 SMLV,Operativo,No,Entre 15 a 20,Entre 7 y 10 años,Presencial,Menos de 1 hora,0.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,,4.0,3.0,4.0,,3.0,4.0,4.0,4.0,5.0,5.0,,4.0,1.0,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,1.0,,1.0,,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,0,3.667,2.25,3.6,4.0,4.667,1.5,2.25,2.6,6.111,3.25,2.0,3.8,3.833,6.6,1.0,1.875
234,54,Hombre,Viudo,2,Técnico,Urbana,4.0,Público,Entre 50 y 200 empleados,No,Otro,54,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,16.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,0,2.667,3.5,4.714,3.333,4.25,2.0,4.25,3.2,5.667,3.0,3.6,3.75,1.636,5.2,3.2,1.875
236,70,Mujer,Casado,Sin hijos,Técnico,Urbana,4.0,Público,Entre 50 y 200 empleados,Si,Carrera,49,Entre 1 y 3 SMLV,Administrativo,No,Más de 25,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,2.0,1.0,,1.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,,,2.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,,6.0,5.0,4.0,4.0,5.0,5.0,,3.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,,2.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,,1,1.0,3.75,2.857,3.333,5.0,2.667,2.0,2.6,4.875,4.0,1.4,3.4,3.6,4.5,4.2,4.75
237,22,Hombre,Soltero,2,Bachiller,Rural,3.0,Público,Menos de 10 empleados,No,Carrera,48,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Menos de 1 hora,3.0,5.0,3.0,3.0,2.0,3.0,3.0,,3.0,2.0,3.0,3.0,4.0,3.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,7.0,0,3.667,2.667,3.0,4.0,5.0,2.0,3.25,3.0,6.778,1.5,1.8,3.8,1.1,5.8,1.6,2.375
238,59,Hombre,Unión libre,3,Profesional,Urbana,4.0,Mixto,Entre 200 y 500 empleados,No,Carrera,27,Entre 3 y 5 SMLV,Operativo,Si,Entre 1 a 5,Entre 1 y 3 años,Presencial,Entre 2 y 3 horas,28.0,4.0,4.0,3.0,3.0,,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,,4.0,4.0,5.0,1,3.667,2.333,3.0,5.0,4.25,2.5,2.0,2.6,5.625,2.75,2.0,1.4,1.1,6.8,3.4,3.857
239,36,Mujer,Soltero,3,Primaria,Urbana,4.0,Público,Entre 200 y 500 empleados,Si,Otro,50,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Entre 7 y 10 años,Presencial,Menos de 1 hora,13.0,3.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,6.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,7.0,2.0,4.0,5.0,5.0,,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,1.0,0,3.5,4.0,3.143,3.5,5.0,3.0,2.0,2.5,4.222,6.75,1.2,2.6,4.636,6.1,4.6,4.125
241,28,Hombre,Separado,2,Bachiller,Urbana,4.0,Público,Entre 200 y 500 empleados,No,Carrera,40,Entre 1 y 3 SMLV,Operativo,Si,Más de 25,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,31.0,2.0,,2.0,4.0,5.0,,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,,3.0,,3.0,4.0,2.0,,2.0,2.0,3.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,,6.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,0,2.0,4.333,2.571,3.667,4.25,3.0,3.333,2.25,5.75,1.75,3.0,4.8,2.583,4.7,3.5,1.75
242,31,Mujer,Casado,2,Posgrado,Rural,2.0,Público,Entre 200 y 500 empleados,Si,Carrera,36,Entre 5 y 10 SMLV,Administrativo,No,Entre 5 a 10,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,1.0,4.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,,6.0,6.0,7.0,2.0,2.0,,1.0,2.0,3.0,3.0,4.0,3.0,,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,,,0,3.5,3.75,3.167,2.667,4.25,3.0,3.75,3.0,3.222,6.333,1.75,3.25,2.75,6.1,4.0,2.714
243,50,Mujer,Separado,1,Posgrado,Urbana,2.0,Público,Entre 50 y 200 empleados,Si,Carrera,42,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,7.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,,3.0,5.0,5.0,5.0,4.0,,1.0,1.0,4.0,,3.0,,4.0,4.0,3.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,1.0,2.0,3.0,3.0,3.0,,3.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,0,4.667,1.0,4.286,4.0,4.75,1.0,3.5,3.8,6.444,1.75,1.25,1.2,1.091,6.6,2.4,2.429
244,52,Mujer,Separado,1,Tecnológico,Urbana,3.0,Público,Entre 50 y 200 empleados,Si,Libre nombramiento y remocion,39,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,44.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,,2.0,1.0,2.0,3.0,1.0,1.0,,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,6.0,5.0,,2.0,1.0,2.0,3.0,,5.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,,5.0,4.0,6.0,5.0,7.0,2.0,0,1.333,5.0,1.667,4.5,4.0,3.333,3.0,1.6,3.111,5.667,2.0,4.6,4.0,3.0,4.8,5.571
245,41,Hombre,Unión libre,Sin hijos,Profesional,Urbana,4.0,Público,Entre 50 y 200 empleados,Si,Carrera,28,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 3 y 7 años,Presencial,Menos de 1 hora,21.0,3.0,3.0,2.0,2.0,1.0,,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,,3.0,1.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,6.0,0,2.667,2.0,3.571,4.0,4.75,2.0,3.5,2.25,6.889,3.0,1.2,1.2,1.364,6.667,1.25,2.375
247,44,Mujer,Soltero,1,Profesional,Rural,4.0,Público,Entre 50 y 200 empleados,Si,Libre nombramiento y remocion,43,Entre 3 y 5 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Híbrido,Menos de 1 hora,9.0,4.0,5.0,5.0,2.0,1.0,2.0,1.0,4.0,,,5.0,5.0,5.0,,4.0,3.0,3.0,4.0,3.0,,4.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,6.0,7.0,6.0,7.0,,7.0,7.0,6.0,7.0,7.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,0,4.667,1.5,4.75,3.333,3.667,1.333,3.75,1.8,5.667,2.0,1.0,1.8,1.1,6.667,2.8,3.0
248,35,Mujer,Casado,2,Técnico,Urbana,3.0,Mixto,Más de 500 empleados,No,Otro,37,Entre 1 y 3 SMLV,Administrativo,No,Más de 25,Entre 1 y 3 años,Presencial,Entre 2 y 3 horas,0.0,,3.0,2.0,4.0,,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,,,2.0,2.0,2.0,3.0,5.0,4.0,,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,7.0,5.0,7.0,4.0,5.0,4.0,5.0,,5.0,4.0,4.0,4.0,5.0,4.0,,4.0,5.0,4.0,5.0,,6.0,5.0,5.0,6.0,5.0,5.0,6.0,3.0,0,2.5,4.333,3.286,3.0,4.5,2.333,3.5,3.4,4.0,4.75,2.0,4.25,5.182,4.444,4.5,5.429
